Employee ID,EmployeeType,EmployeeType_Encoded,PayZone,PayZone_Encoded,DepartmentType,DepartmentType_Encoded,GenderCode,GenderCode_Encoded,RaceDesc,RaceDesc_Encoded,MaritalDesc,MaritalDesc_Encoded,Performance Score,Performance Score_Encoded,Current Employee Rating
1041,Full-Time,1,Zone A,0,Software Engineering,5,Male,1,White,4,Single,2,Fully Meets,1,3
1042,Contract,0,Zone B,1,Software Engineering,5,Male,1,Black,1,Widowed,3,Fully Meets,1,3
1043,Full-Time,1,Zone C,2,Software Engineering,5,Female,0,White,4,Married,1,Fully Meets,1,3
1044,Contract,0,Zone A,0,Software Engineering,5,Female,0,Hispanic,2,Divorced,0,Fully Meets,1,3
1045,Full-Time,1,Zone C,2,Admin Offices,0,Female,0,Black,1,Single,2,Fully Meets,1,3
1046,Full-Time,1,Zone A,0,Software Engineering,5,Male,1,White,4,Single,2,Fully Meets,1,3
1047,Contract,0,Zone A,0,Software Engineering,5,Female,0,Hispanic,2,Single,2,Fully Meets,1,3
1048,Part-Time,2,Zone A,0,Software Engineering,5,Male,1,Asian,0,Widowed,3,Fully Meets,1,3
1049,Part-Time,2,Zone B,1,Software Engineering,5,Male,1,White,4,Married,1,Fully Meets,1,3
1050,Contract,0,Zone B,1,Software Engineering,5,Male,1,Black,1,Widowed,3,Fully Meets,1,3
1051,Full-Time,1,Zone C,2,Software Engineering,5,Male,1,White,4,Divorced,0,Fully Meets,1,3
1052,Contract,0,Zone B,1,Software Engineering,5,Female,0,Hispanic,2,Single,2,Fully Meets,1,3
1053,Contract,0,Zone C,2,Software Engineering,5,Female,0,Hispanic,2,Divorced,0,Fully Meets,1,3
1054,Part-Time,2,Zone A,0,Software Engineering,5,Male,1,White,4,Single,2,Fully Meets,1,3
1055,Contract,0,Zone C,2,Software Engineering,5,Female,0,White,4,Widowed,3,Fully Meets,1,3
1056,Contract,0,Zone C,2,Software Engineering,5,Male,1,Hispanic,2,Widowed,3,Fully Meets,1,3
1057,Full-Time,1,Zone A,0,Software Engineering,5,Male,1,Asian,0,Widowed,3,Fully Meets,1,3
1058,Contract,0,Zone C,2,Software Engineering,5,Male,1,Hispanic,2,Married,1,Fully Meets,1,3
1059,Part-Time,2,Zone C,2,Software Engineering,5,Female,0,Asian,0,Widowed,3,Fully Meets,1,3
1060,Part-Time,2,Zone B,1,Software Engineering,5,Female,0,Black,1,Single,2,Fully Meets,1,3
1061,Part-Time,2,Zone C,2,Software Engineering,5,Female,0,Other,3,Single,2,Fully Meets,1,3
1062,Part-Time,2,Zone A,0,Software Engineering,5,Male,1,Hispanic,2,Married,1,Fully Meets,1,3
1063,Full-Time,1,Zone B,1,Software Engineering,5,Female,0,Black,1,Single,2,Fully Meets,1,3
1064,Part-Time,2,Zone A,0,Software Engineering,5,Male,1,White,4,Divorced,0,Fully Meets,1,3
1065,Contract,0,Zone C,2,Software Engineering,5,Male,1,Other,3,Widowed,3,Fully Meets,1,3
1066,Full-Time,1,Zone C,2,Software Engineering,5,Male,1,Hispanic,2,Single,2,Fully Meets,1,3
1067,Part-Time,2,Zone A,0,Software Engineering,5,Female,0,White,4,Married,1,Fully Meets,1,3
1068,Full-Time,1,Zone B,1,Software Engineering,5,Female,0,Black,1,Widowed,3,Fully Meets,1,3
1069,Full-Time,1,Zone B,1,Software Engineering,5,Female,0,Other,3,Widowed,3,Fully Meets,1,3
1070,Full-Time,1,Zone C,2,Software Engineering,5,Male,1,Black,1,Married,1,Fully Meets,1,3
1071,Contract,0,Zone A,0,Software Engineering,5,Male,1,Black,1,Married,1,Fully Meets,1,3
1072,Part-Time,2,Zone C,2,Software Engineering,5,Female,0,Asian,0,Widowed,3,Fully Meets,1,3
1073,Full-Time,1,Zone A,0,Software Engineering,5,Male,1,White,4,Single,2,Fully Meets,1,3
1074,Full-Time,1,Zone A,0,Software Engineering,5,Male,1,Asian,0,Divorced,0,Fully Meets,1,3
1075,Part-Time,2,Zone B,1,Software Engineering,5,Male,1,Asian,0,Married,1,Fully Meets,1,3
1076,Contract,0,Zone C,2,Software Engineering,5,Female,0,White,4,Widowed,3,Fully Meets,1,3
1077,Contract,0,Zone B,1,Software Engineering,5,Female,0,Black,1,Single,2,Fully Meets,1,3
1078,Contract,0,Zone C,2,Software Engineering,5,Female,0,Asian,0,Divorced,0,Fully Meets,1,3
1079,Part-Time,2,Zone B,1,Software Engineering,5,Female,0,Hispanic,2,Divorced,0,Fully Meets,1,3
1080,Part-Time,2,Zone C,2,Software Engineering,5,Male,1,Black,1,Widowed,3,Fully Meets,1,3
1081,Contract,0,Zone B,1,Software Engineering,5,Male,1,Asian,0,Divorced,0,Fully Meets,1,3
1082,Part-Time,2,Zone B,1,Software Engineering,5,Male,1,Other,3,Married,1,Fully Meets,1,3
1083,Part-Time,2,Zone A,0,Software Engineering,5,Female,0,Asian,0,Divorced,0,Fully Meets,1,3
1084,Contract,0,Zone C,2,Software Engineering,5,Male,1,White,4,Single,2,Fully Meets,1,3
1085,Contract,0,Zone B,1,Software Engineering,5,Male,1,Other,3,Divorced,0,Fully Meets,1,3
1086,Contract,0,Zone A,0,Software Engineering,5,Female,0,Black,1,Single,2,Fully Meets,1,3
1087,Part-Time,2,Zone A,0,Software Engineering,5,Female,0,Other,3,Married,1,Fully Meets,1,3
1088,Contract,0,Zone B,1,Software Engineering,5,Female,0,White,4,Widowed,3,Fully Meets,1,3
1089,Full-Time,1,Zone A,0,Software Engineering,5,Female,0,Black,1,Married,1,Fully Meets,1,3
1090,Part-Time,2,Zone C,2,Software Engineering,5,Female,0,Black,1,Divorced,0,Fully Meets,1,3
1091,Contract,0,Zone B,1,Production       ,3,Male,1,Asian,0,Single,2,Fully Meets,1,3
1092,Part-Time,2,Zone C,2,Production       ,3,Female,0,Hispanic,2,Divorced,0,Fully Meets,1,3
1093,Contract,0,Zone B,1,Production       ,3,Female,0,Asian,0,Widowed,3,Fully Meets,1,3
1094,Part-Time,2,Zone A,0,Production       ,3,Female,0,Other,3,Single,2,Fully Meets,1,3
1095,Full-Time,1,Zone A,0,Production       ,3,Female,0,Hispanic,2,Divorced,0,Fully Meets,1,3
1096,Part-Time,2,Zone C,2,Production       ,3,Female,0,Asian,0,Married,1,Fully Meets,1,3
1097,Contract,0,Zone B,1,Production       ,3,Male,1,Hispanic,2,Divorced,0,Fully Meets,1,3
1098,Part-Time,2,Zone A,0,Production       ,3,Male,1,Asian,0,Widowed,3,Fully Meets,1,3
1099,Part-Time,2,Zone A,0,Production       ,3,Female,0,Other,3,Single,2,Fully Meets,1,3
1100,Full-Time,1,Zone C,2,Production       ,3,Male,1,White,4,Divorced,0,Fully Meets,1,3
1101,Full-Time,1,Zone A,0,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,3
1102,Part-Time,2,Zone A,0,Production       ,3,Female,0,Black,1,Single,2,Fully Meets,1,3
1103,Full-Time,1,Zone C,2,Production       ,3,Male,1,Asian,0,Widowed,3,Fully Meets,1,3
1104,Part-Time,2,Zone C,2,Production       ,3,Male,1,Asian,0,Divorced,0,Fully Meets,1,3
1105,Contract,0,Zone A,0,Production       ,3,Female,0,Hispanic,2,Single,2,Fully Meets,1,3
1106,Full-Time,1,Zone B,1,Production       ,3,Male,1,Other,3,Single,2,Fully Meets,1,3
1107,Contract,0,Zone A,0,Production       ,3,Female,0,Other,3,Single,2,Fully Meets,1,3
1108,Full-Time,1,Zone A,0,Production       ,3,Male,1,White,4,Married,1,Fully Meets,1,3
1109,Full-Time,1,Zone C,2,Production       ,3,Female,0,White,4,Divorced,0,Fully Meets,1,3
1110,Full-Time,1,Zone B,1,Production       ,3,Female,0,Asian,0,Single,2,Fully Meets,1,3
1111,Full-Time,1,Zone A,0,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,3
1112,Full-Time,1,Zone A,0,Production       ,3,Female,0,White,4,Single,2,Fully Meets,1,3
1113,Contract,0,Zone B,1,Production       ,3,Female,0,Asian,0,Divorced,0,Fully Meets,1,3
1114,Full-Time,1,Zone C,2,Production       ,3,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3
1115,Contract,0,Zone A,0,Production       ,3,Male,1,Black,1,Widowed,3,Fully Meets,1,3
1116,Full-Time,1,Zone A,0,Production       ,3,Male,1,White,4,Divorced,0,Fully Meets,1,3
1117,Full-Time,1,Zone C,2,Production       ,3,Male,1,Other,3,Divorced,0,Fully Meets,1,3
1118,Full-Time,1,Zone B,1,Production       ,3,Male,1,Asian,0,Divorced,0,Fully Meets,1,3
1119,Part-Time,2,Zone C,2,Production       ,3,Female,0,White,4,Single,2,Fully Meets,1,3
1120,Part-Time,2,Zone B,1,Production       ,3,Female,0,Black,1,Divorced,0,Fully Meets,1,3
1121,Part-Time,2,Zone C,2,Production       ,3,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3
1122,Contract,0,Zone C,2,Production       ,3,Female,0,White,4,Married,1,Fully Meets,1,3
1123,Full-Time,1,Zone B,1,Production       ,3,Female,0,Other,3,Married,1,Fully Meets,1,3
1124,Full-Time,1,Zone A,0,Production       ,3,Female,0,Other,3,Married,1,Fully Meets,1,3
1125,Contract,0,Zone B,1,Production       ,3,Male,1,Hispanic,2,Married,1,Fully Meets,1,3
1126,Part-Time,2,Zone C,2,Production       ,3,Male,1,White,4,Divorced,0,Fully Meets,1,3
1127,Full-Time,1,Zone A,0,Production       ,3,Male,1,White,4,Married,1,Fully Meets,1,3
1128,Part-Time,2,Zone B,1,Production       ,3,Female,0,Hispanic,2,Married,1,Fully Meets,1,3
1129,Full-Time,1,Zone B,1,Production       ,3,Female,0,Other,3,Married,1,Fully Meets,1,3
1130,Contract,0,Zone A,0,Production       ,3,Female,0,Hispanic,2,Divorced,0,Fully Meets,1,3
1131,Part-Time,2,Zone B,1,Production       ,3,Female,0,Black,1,Single,2,Fully Meets,1,3
1132,Contract,0,Zone B,1,Production       ,3,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3
1133,Full-Time,1,Zone B,1,Production       ,3,Female,0,Hispanic,2,Married,1,Fully Meets,1,3
1134,Part-Time,2,Zone C,2,Production       ,3,Female,0,Asian,0,Single,2,Fully Meets,1,3
1135,Full-Time,1,Zone A,0,Production       ,3,Male,1,Other,3,Widowed,3,Fully Meets,1,3
1136,Full-Time,1,Zone A,0,Production       ,3,Male,1,Other,3,Divorced,0,Fully Meets,1,3
1137,Full-Time,1,Zone C,2,Production       ,3,Male,1,Black,1,Single,2,Fully Meets,1,3
1138,Full-Time,1,Zone B,1,Production       ,3,Male,1,Black,1,Divorced,0,Fully Meets,1,3
1139,Contract,0,Zone A,0,Production       ,3,Male,1,Hispanic,2,Married,1,Fully Meets,1,3
1140,Part-Time,2,Zone C,2,Production       ,3,Female,0,Black,1,Single,2,Fully Meets,1,3
1141,Contract,0,Zone A,0,Production       ,3,Female,0,Black,1,Divorced,0,Fully Meets,1,3
1142,Full-Time,1,Zone B,1,Production       ,3,Female,0,Asian,0,Married,1,Fully Meets,1,3
1143,Contract,0,Zone A,0,Production       ,3,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3
1144,Part-Time,2,Zone B,1,Production       ,3,Female,0,Asian,0,Single,2,Fully Meets,1,3
1145,Contract,0,Zone B,1,Production       ,3,Male,1,Hispanic,2,Married,1,Fully Meets,1,3
1146,Contract,0,Zone C,2,Production       ,3,Male,1,Hispanic,2,Divorced,0,Fully Meets,1,3
1147,Full-Time,1,Zone B,1,Production       ,3,Female,0,Black,1,Single,2,Fully Meets,1,3
1148,Part-Time,2,Zone A,0,Production       ,3,Female,0,Black,1,Married,1,Fully Meets,1,3
1149,Part-Time,2,Zone C,2,Production       ,3,Female,0,Asian,0,Married,1,Fully Meets,1,3
1150,Part-Time,2,Zone A,0,Production       ,3,Female,0,White,4,Single,2,Fully Meets,1,3
1151,Part-Time,2,Zone A,0,Production       ,3,Male,1,Asian,0,Widowed,3,Fully Meets,1,3
1152,Full-Time,1,Zone A,0,Production       ,3,Female,0,Other,3,Divorced,0,Fully Meets,1,3
1153,Part-Time,2,Zone A,0,Production       ,3,Female,0,Asian,0,Divorced,0,Fully Meets,1,3
1154,Full-Time,1,Zone C,2,Production       ,3,Female,0,White,4,Married,1,Fully Meets,1,3
1155,Contract,0,Zone A,0,Production       ,3,Female,0,Other,3,Married,1,Fully Meets,1,3
1156,Contract,0,Zone A,0,Production       ,3,Male,1,Hispanic,2,Married,1,Fully Meets,1,3
1157,Part-Time,2,Zone A,0,Production       ,3,Male,1,Hispanic,2,Married,1,Fully Meets,1,3
1158,Full-Time,1,Zone A,0,Production       ,3,Male,1,Asian,0,Widowed,3,Fully Meets,1,3
1159,Part-Time,2,Zone A,0,Production       ,3,Male,1,Other,3,Divorced,0,Fully Meets,1,3
1160,Part-Time,2,Zone B,1,Production       ,3,Female,0,Asian,0,Single,2,Fully Meets,1,3
1161,Contract,0,Zone B,1,Production       ,3,Female,0,Other,3,Widowed,3,Fully Meets,1,3
1162,Full-Time,1,Zone C,2,Production       ,3,Female,0,Asian,0,Widowed,3,Fully Meets,1,3
1163,Contract,0,Zone A,0,Production       ,3,Female,0,White,4,Divorced,0,Fully Meets,1,3
1164,Part-Time,2,Zone A,0,Production       ,3,Female,0,Other,3,Married,1,Fully Meets,1,3
1165,Full-Time,1,Zone C,2,Production       ,3,Female,0,Other,3,Widowed,3,Fully Meets,1,3
1166,Full-Time,1,Zone A,0,Production       ,3,Male,1,Other,3,Married,1,Fully Meets,1,3
1167,Contract,0,Zone B,1,Production       ,3,Female,0,Other,3,Single,2,Fully Meets,1,3
1168,Contract,0,Zone A,0,Production       ,3,Female,0,White,4,Married,1,Fully Meets,1,3
1169,Contract,0,Zone B,1,Production       ,3,Female,0,Asian,0,Single,2,Fully Meets,1,3
1170,Part-Time,2,Zone C,2,Production       ,3,Female,0,Black,1,Single,2,Fully Meets,1,3
1171,Part-Time,2,Zone A,0,Production       ,3,Female,0,Hispanic,2,Single,2,Fully Meets,1,3
1172,Full-Time,1,Zone C,2,Production       ,3,Male,1,Asian,0,Married,1,Fully Meets,1,3
1173,Full-Time,1,Zone C,2,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,3
1174,Full-Time,1,Zone C,2,Production       ,3,Female,0,Other,3,Widowed,3,Fully Meets,1,3
1175,Full-Time,1,Zone A,0,Production       ,3,Female,0,Asian,0,Divorced,0,Fully Meets,1,3
1176,Contract,0,Zone A,0,Production       ,3,Female,0,White,4,Married,1,Fully Meets,1,3
1177,Contract,0,Zone A,0,Production       ,3,Female,0,Other,3,Married,1,Fully Meets,1,3
1178,Contract,0,Zone C,2,Production       ,3,Male,1,Other,3,Single,2,Fully Meets,1,3
1179,Part-Time,2,Zone A,0,Production       ,3,Male,1,Black,1,Divorced,0,Fully Meets,1,3
1180,Full-Time,1,Zone B,1,Production       ,3,Male,1,Hispanic,2,Single,2,Fully Meets,1,3
1181,Full-Time,1,Zone C,2,Production       ,3,Male,1,Other,3,Married,1,Fully Meets,1,3
1182,Full-Time,1,Zone C,2,Production       ,3,Female,0,Black,1,Divorced,0,Fully Meets,1,3
1183,Part-Time,2,Zone A,0,Production       ,3,Female,0,Black,1,Married,1,Fully Meets,1,3
1184,Full-Time,1,Zone B,1,Production       ,3,Female,0,Hispanic,2,Divorced,0,Fully Meets,1,3
1185,Part-Time,2,Zone A,0,Production       ,3,Female,0,Other,3,Widowed,3,Fully Meets,1,3
1186,Full-Time,1,Zone A,0,Production       ,3,Female,0,Hispanic,2,Single,2,Fully Meets,1,3
1187,Part-Time,2,Zone A,0,Production       ,3,Female,0,Black,1,Single,2,Fully Meets,1,3
1188,Contract,0,Zone B,1,Production       ,3,Male,1,Black,1,Divorced,0,Fully Meets,1,3
1189,Contract,0,Zone C,2,Production       ,3,Female,0,Other,3,Married,1,Fully Meets,1,3
1190,Contract,0,Zone B,1,Production       ,3,Female,0,Hispanic,2,Married,1,Fully Meets,1,3
1191,Full-Time,1,Zone B,1,Production       ,3,Female,0,Black,1,Divorced,0,Fully Meets,1,3
1192,Full-Time,1,Zone C,2,Production       ,3,Female,0,White,4,Single,2,Fully Meets,1,3
1193,Full-Time,1,Zone B,1,Production       ,3,Female,0,Black,1,Married,1,Fully Meets,1,3
1194,Full-Time,1,Zone C,2,Production       ,3,Male,1,Asian,0,Widowed,3,Fully Meets,1,3
1195,Part-Time,2,Zone C,2,Production       ,3,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3
1196,Part-Time,2,Zone C,2,Production       ,3,Female,0,Other,3,Married,1,Fully Meets,1,3
1197,Full-Time,1,Zone B,1,Production       ,3,Female,0,Hispanic,2,Divorced,0,Fully Meets,1,3
1198,Contract,0,Zone B,1,Production       ,3,Female,0,Asian,0,Married,1,Fully Meets,1,3
1199,Full-Time,1,Zone B,1,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,3
1200,Part-Time,2,Zone A,0,Production       ,3,Female,0,Other,3,Married,1,Fully Meets,1,3
1201,Contract,0,Zone A,0,Production       ,3,Male,1,Other,3,Divorced,0,Fully Meets,1,3
1202,Contract,0,Zone B,1,Production       ,3,Male,1,White,4,Widowed,3,Fully Meets,1,3
1203,Contract,0,Zone A,0,Production       ,3,Male,1,White,4,Divorced,0,Fully Meets,1,3
1204,Full-Time,1,Zone B,1,Production       ,3,Male,1,White,4,Married,1,Fully Meets,1,3
1205,Full-Time,1,Zone C,2,Production       ,3,Female,0,Hispanic,2,Single,2,Fully Meets,1,3
1206,Part-Time,2,Zone C,2,Production       ,3,Female,0,White,4,Divorced,0,Fully Meets,1,3
1207,Contract,0,Zone B,1,Production       ,3,Female,0,White,4,Divorced,0,Fully Meets,1,3
1208,Contract,0,Zone A,0,Production       ,3,Female,0,Black,1,Single,2,Fully Meets,1,3
1209,Part-Time,2,Zone A,0,Production       ,3,Female,0,Other,3,Married,1,Fully Meets,1,3
1210,Full-Time,1,Zone B,1,Production       ,3,Female,0,Asian,0,Divorced,0,Fully Meets,1,3
1211,Part-Time,2,Zone B,1,Production       ,3,Male,1,Other,3,Widowed,3,Fully Meets,1,3
1212,Contract,0,Zone C,2,Production       ,3,Female,0,Hispanic,2,Single,2,Fully Meets,1,3
1213,Part-Time,2,Zone A,0,Production       ,3,Female,0,White,4,Married,1,Fully Meets,1,3
1214,Full-Time,1,Zone B,1,Production       ,3,Female,0,Asian,0,Divorced,0,Fully Meets,1,3
1215,Contract,0,Zone C,2,Production       ,3,Female,0,Asian,0,Widowed,3,Fully Meets,1,3
1216,Part-Time,2,Zone B,1,Production       ,3,Female,0,Black,1,Single,2,Fully Meets,1,3
1217,Full-Time,1,Zone B,1,Production       ,3,Male,1,Asian,0,Single,2,Fully Meets,1,3
1218,Full-Time,1,Zone B,1,Production       ,3,Female,0,Black,1,Married,1,Fully Meets,1,3
1219,Part-Time,2,Zone B,1,Production       ,3,Female,0,Hispanic,2,Married,1,Fully Meets,1,3
1220,Full-Time,1,Zone C,2,Production       ,3,Female,0,Asian,0,Single,2,Fully Meets,1,3
1221,Part-Time,2,Zone A,0,Production       ,3,Female,0,Asian,0,Single,2,Fully Meets,1,3
1222,Contract,0,Zone A,0,Production       ,3,Female,0,Asian,0,Widowed,3,Fully Meets,1,3
1223,Full-Time,1,Zone C,2,Production       ,3,Female,0,Asian,0,Widowed,3,Fully Meets,1,3
1224,Part-Time,2,Zone B,1,Production       ,3,Male,1,Hispanic,2,Married,1,Fully Meets,1,3
1225,Contract,0,Zone C,2,Production       ,3,Male,1,Asian,0,Married,1,Fully Meets,1,3
1226,Full-Time,1,Zone A,0,Production       ,3,Male,1,Other,3,Divorced,0,Fully Meets,1,3
1227,Part-Time,2,Zone C,2,Production       ,3,Female,0,Other,3,Divorced,0,Fully Meets,1,3
1228,Contract,0,Zone B,1,Production       ,3,Female,0,Other,3,Widowed,3,Fully Meets,1,3
1229,Part-Time,2,Zone B,1,Production       ,3,Female,0,Black,1,Single,2,Fully Meets,1,3
1230,Contract,0,Zone C,2,Production       ,3,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3
1231,Contract,0,Zone B,1,Production       ,3,Female,0,Black,1,Married,1,Fully Meets,1,3
1232,Full-Time,1,Zone B,1,Production       ,3,Female,0,Other,3,Single,2,Fully Meets,1,3
1233,Full-Time,1,Zone A,0,Production       ,3,Male,1,Other,3,Divorced,0,Fully Meets,1,3
1234,Full-Time,1,Zone A,0,Production       ,3,Female,0,Black,1,Divorced,0,Fully Meets,1,3
1235,Full-Time,1,Zone B,1,Production       ,3,Female,0,Other,3,Widowed,3,Fully Meets,1,3
1236,Part-Time,2,Zone B,1,Production       ,3,Female,0,White,4,Married,1,Fully Meets,1,3
1237,Part-Time,2,Zone A,0,Production       ,3,Female,0,Black,1,Divorced,0,Fully Meets,1,3
1238,Part-Time,2,Zone B,1,Production       ,3,Female,0,Other,3,Single,2,Fully Meets,1,3
1239,Part-Time,2,Zone C,2,Production       ,3,Female,0,Hispanic,2,Single,2,Fully Meets,1,3
1240,Contract,0,Zone B,1,Production       ,3,Female,0,Asian,0,Single,2,Fully Meets,1,3
1241,Contract,0,Zone B,1,Production       ,3,Female,0,Black,1,Married,1,Fully Meets,1,3
1242,Full-Time,1,Zone C,2,Production       ,3,Female,0,White,4,Married,1,Fully Meets,1,3
1243,Contract,0,Zone A,0,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,3
1244,Part-Time,2,Zone A,0,Production       ,3,Male,1,Asian,0,Married,1,Fully Meets,1,3
1245,Full-Time,1,Zone B,1,Production       ,3,Male,1,White,4,Widowed,3,Fully Meets,1,3
1246,Part-Time,2,Zone B,1,Production       ,3,Male,1,Black,1,Widowed,3,Fully Meets,1,3
1247,Part-Time,2,Zone C,2,Production       ,3,Female,0,Other,3,Single,2,Fully Meets,1,3
1248,Part-Time,2,Zone B,1,Production       ,3,Female,0,White,4,Divorced,0,Fully Meets,1,3
1249,Full-Time,1,Zone A,0,Production       ,3,Female,0,Asian,0,Divorced,0,Fully Meets,1,3
1250,Contract,0,Zone B,1,Production       ,3,Female,0,Black,1,Widowed,3,Fully Meets,1,3
1251,Part-Time,2,Zone A,0,Production       ,3,Female,0,Asian,0,Married,1,Fully Meets,1,3
1252,Part-Time,2,Zone A,0,Production       ,3,Female,0,Asian,0,Divorced,0,Fully Meets,1,3
1253,Part-Time,2,Zone A,0,Production       ,3,Female,0,Asian,0,Divorced,0,Fully Meets,1,3
1254,Contract,0,Zone B,1,Production       ,3,Female,0,White,4,Married,1,Fully Meets,1,3
1255,Full-Time,1,Zone A,0,Production       ,3,Female,0,Black,1,Married,1,Fully Meets,1,3
1256,Contract,0,Zone A,0,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,3
1257,Full-Time,1,Zone B,1,Production       ,3,Female,0,Asian,0,Divorced,0,Fully Meets,1,3
1258,Full-Time,1,Zone C,2,Production       ,3,Female,0,Other,3,Widowed,3,Fully Meets,1,3
1259,Full-Time,1,Zone A,0,Production       ,3,Male,1,White,4,Single,2,Fully Meets,1,3
1260,Full-Time,1,Zone B,1,Production       ,3,Female,0,Asian,0,Married,1,Fully Meets,1,3
